,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week
26740,37,4.0,73471,9.0,13,2.0,4.0,0.0,4.0,1.0,0,1887,47
19453,26,4.0,391349,9.0,13,2.0,1.0,5.0,4.0,0.0,0,0,40
5048,32,6.0,174789,9.0,13,2.0,10.0,0.0,4.0,1.0,0,0,50
20174,48,4.0,212954,15.0,10,2.0,3.0,0.0,4.0,1.0,0,0,60
11852,68,4.0,168794,13.0,1,4.0,7.0,1.0,4.0,1.0,0,0,10
7258,18,0.0,175648,1.0,7,4.0,0.0,3.0,4.0,1.0,0,0,40
11489,17,4.0,126771,2.0,8,4.0,10.0,3.0,4.0,1.0,0,0,7
25296,25,4.0,509866,11.0,9,4.0,14.0,1.0,4.0,1.0,0,0,78
14229,32,4.0,229051,15.0,10,2.0,10.0,0.0,4.0,1.0,0,0,40
11147,60,4.0,140544,11.0,9,4.0,6.0,1.0,4.0,1.0,0,0,40
230,26,4.0,378322,1.0,7,2.0,3.0,0.0,4.0,1.0,0,0,40
15940,26,0.0,176967,1.0,7,4.0,0.0,1.0,4.0,0.0,0,0,65
12585,57,4.0,299358,11.0,9,6.0,8.0,2.0,4.0,0.0,0,1719,25
4751,39,2.0,45607,11.0,9,2.0,11.0,0.0,4.0,1.0,0,0,56
23458,61,4.0,105384,9.0,13,2.0,10.0,0.0,4.0,1.0,0,0,40
3469,23,6.0,216129,7.0,12,4.0,3.0,1.0,4.0,1.0,0,0,30
9722,51,4.0,123011,9.0,13,0.0,4.0,1.0,4.0,1.0,0,2559,50
5589,23,4.0,178818,11.0,9,4.0,1.0,1.0,4.0,0.0,0,0,40
12382,24,4.0,190290,8.0,11,2.0,3.0,0.0,4.0,1.0,0,0,45
22103,34,0.0,268127,2.0,8,5.0,0.0,4.0,2.0,0.0,0,0,40
13282,62,4.0,110586,15.0,10,6.0,9.0,4.0,4.0,0.0,0,0,40
7484,34,1.0,189944,15.0,10,4.0,1.0,1.0,2.0,0.0,0,0,72
24980,36,4.0,169426,11.0,9,2.0,7.0,0.0,4.0,1.0,7298,0,40
5553,23,4.0,260254,11.0,9,4.0,12.0,3.0,4.0,1.0,0,0,40
1553,44,4.0,303521,15.0,10,0.0,3.0,1.0,4.0,1.0,0,0,40
28293,26,4.0,336404,11.0,9,2.0,11.0,0.0,4.0,1.0,0,0,40
4125,77,0.0,232894,6.0,5,2.0,0.0,0.0,2.0,1.0,0,0,40
14808,39,4.0,180667,15.0,10,2.0,7.0,0.0,4.0,1.0,0,0,40
3780,34,4.0,62165,15.0,10,4.0,12.0,2.0,2.0,1.0,0,0,30
3122,55,4.0,349304,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,40
27335,27,7.0,212232,15.0,10,2.0,4.0,0.0,2.0,1.0,0,0,40
14787,42,4.0,159911,11.0,9,0.0,8.0,4.0,4.0,0.0,0,0,40
26349,44,2.0,151089,11.0,9,2.0,7.0,0.0,4.0,1.0,0,0,40
13295,37,5.0,26698,15.0,10,2.0,12.0,0.0,4.0,1.0,0,1485,44
26580,22,4.0,314525,9.0,13,4.0,10.0,1.0,4.0,1.0,0,0,40
11997,33,6.0,155151,15.0,10,2.0,12.0,0.0,4.0,1.0,0,1740,50
24880,24,4.0,155066,1.0,7,2.0,7.0,0.0,4.0,1.0,0,0,60
28212,23,4.0,259301,11.0,9,0.0,4.0,4.0,4.0,0.0,0,0,40
9464,35,7.0,80771,12.0,14,4.0,10.0,1.0,4.0,0.0,0,0,40
9534,41,4.0,58124,11.0,9,2.0,8.0,0.0,4.0,1.0,0,0,40
27066,55,4.0,227856,9.0,13,2.0,4.0,0.0,4.0,1.0,7298,0,60
24387,41,6.0,112362,11.0,9,2.0,5.0,0.0,4.0,1.0,0,0,38
1901,58,2.0,160586,11.0,9,2.0,5.0,0.0,4.0,1.0,0,0,40
25112,19,2.0,276973,15.0,10,4.0,10.0,3.0,4.0,0.0,0,0,20
12368,23,4.0,145389,15.0,10,2.0,12.0,5.0,4.0,0.0,0,0,40
1336,26,4.0,256263,11.0,9,4.0,3.0,1.0,4.0,1.0,0,0,25
3263,61,4.0,232308,0.0,6,2.0,7.0,0.0,4.0,1.0,0,0,40
13555,26,4.0,28443,8.0,11,4.0,8.0,1.0,4.0,0.0,0,0,40
8575,43,6.0,47261,15.0,10,2.0,5.0,0.0,4.0,1.0,0,0,50
23334,38,4.0,185203,11.0,9,6.0,8.0,4.0,4.0,0.0,0,0,20
1470,40,7.0,345969,7.0,12,2.0,1.0,0.0,4.0,1.0,0,0,40
26158,37,5.0,97986,7.0,12,2.0,12.0,0.0,4.0,1.0,0,0,68
27605,54,6.0,28186,9.0,13,0.0,5.0,1.0,4.0,1.0,27828,0,50
12613,74,6.0,43599,11.0,9,6.0,8.0,1.0,4.0,1.0,0,0,20
25884,42,4.0,29320,9.0,13,2.0,10.0,0.0,4.0,1.0,0,0,40
1642,31,4.0,332379,5.0,4,4.0,3.0,1.0,4.0,1.0,0,0,40
26221,35,4.0,397307,12.0,14,4.0,4.0,1.0,4.0,0.0,0,0,55
11562,29,4.0,202878,11.0,9,4.0,3.0,1.0,4.0,1.0,0,0,50
23042,26,4.0,94477,15.0,10,2.0,14.0,0.0,4.0,1.0,7298,0,55
3923,35,4.0,340110,9.0,13,2.0,4.0,0.0,4.0,1.0,0,1848,70
5284,73,0.0,281907,1.0,7,2.0,0.0,0.0,4.0,1.0,0,0,3
11368,23,4.0,695136,11.0,9,4.0,6.0,1.0,4.0,1.0,0,0,30
3246,27,4.0,194472,11.0,9,4.0,9.0,1.0,4.0,0.0,0,0,60
14403,32,7.0,177216,9.0,13,4.0,10.0,1.0,4.0,0.0,0,0,40
17017,38,4.0,107302,11.0,9,2.0,4.0,0.0,4.0,1.0,0,0,50
2842,43,2.0,247514,12.0,14,0.0,10.0,4.0,4.0,1.0,0,0,40
15821,59,5.0,146477,14.0,15,2.0,10.0,0.0,4.0,1.0,0,0,40
5929,19,4.0,131615,11.0,9,4.0,7.0,3.0,4.0,1.0,0,0,40
17537,54,4.0,319697,15.0,10,2.0,10.0,5.0,4.0,0.0,0,0,40
17982,48,4.0,47022,11.0,9,6.0,6.0,2.0,4.0,0.0,0,0,48
2133,25,4.0,122999,11.0,9,4.0,3.0,3.0,4.0,1.0,0,0,40
25780,24,4.0,86745,9.0,13,4.0,1.0,2.0,1.0,0.0,0,0,16
14476,58,4.0,310320,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,40
7012,24,4.0,283806,15.0,10,4.0,8.0,1.0,4.0,0.0,0,0,40
26469,44,4.0,110908,8.0,11,2.0,14.0,5.0,4.0,0.0,0,0,25
26066,48,5.0,481987,0.0,6,2.0,4.0,0.0,4.0,1.0,0,0,40
1215,42,4.0,173938,11.0,9,5.0,12.0,3.0,4.0,0.0,0,0,40
14250,65,4.0,185001,0.0,6,6.0,12.0,1.0,4.0,0.0,0,0,20
14833,40,7.0,151038,9.0,13,0.0,3.0,1.0,4.0,1.0,0,0,40
24005,42,4.0,98427,11.0,9,2.0,8.0,5.0,2.0,0.0,0,0,35
21107,21,4.0,180052,15.0,10,4.0,14.0,3.0,4.0,1.0,0,0,30
20244,48,5.0,382242,10.0,16,2.0,4.0,5.0,4.0,0.0,0,0,40
20678,53,4.0,124076,10.0,16,2.0,10.0,5.0,4.0,0.0,99999,0,37
20943,25,2.0,249214,15.0,10,4.0,1.0,4.0,2.0,0.0,0,0,40
14299,24,4.0,109869,15.0,10,4.0,8.0,3.0,4.0,1.0,0,0,40
25217,32,4.0,260868,9.0,13,2.0,12.0,0.0,2.0,1.0,0,0,40
1715,65,8.0,27012,5.0,4,6.0,5.0,4.0,4.0,0.0,0,0,50
12792,22,4.0,156822,0.0,6,4.0,12.0,1.0,4.0,0.0,0,1762,25
24550,32,2.0,114733,9.0,13,0.0,10.0,4.0,4.0,0.0,0,0,35
7739,20,4.0,637080,15.0,10,4.0,12.0,1.0,4.0,1.0,0,0,25
11052,33,4.0,193285,9.0,13,2.0,10.0,0.0,4.0,1.0,0,0,38
14046,56,6.0,50791,12.0,14,0.0,12.0,1.0,4.0,1.0,0,1876,60
4479,32,4.0,141410,11.0,9,2.0,7.0,0.0,2.0,1.0,0,0,40
3106,39,4.0,96452,12.0,14,2.0,4.0,0.0,4.0,1.0,0,0,55
10226,46,4.0,247043,11.0,9,2.0,14.0,0.0,4.0,1.0,0,0,40
7668,22,4.0,138768,11.0,9,4.0,1.0,3.0,4.0,1.0,0,0,40
12593,51,1.0,140035,11.0,9,2.0,1.0,0.0,4.0,1.0,0,0,40
6944,36,6.0,280169,15.0,10,2.0,5.0,0.0,4.0,1.0,3456,0,8
4206,38,4.0,179668,9.0,13,2.0,10.0,0.0,4.0,1.0,0,0,50
19591,36,4.0,181705,1.0,7,2.0,14.0,0.0,4.0,1.0,0,0,40
4991,55,4.0,81865,8.0,11,0.0,1.0,4.0,2.0,0.0,0,0,40
6760,27,4.0,38353,8.0,11,2.0,12.0,0.0,4.0,1.0,0,0,60
2903,52,0.0,134447,15.0,10,2.0,0.0,0.0,4.0,1.0,0,0,50
11206,33,4.0,141841,9.0,13,2.0,4.0,0.0,2.0,1.0,5178,0,40
20725,18,4.0,139576,11.0,9,4.0,1.0,3.0,4.0,0.0,0,0,40
19339,35,4.0,106347,11.0,9,2.0,4.0,0.0,4.0,1.0,0,0,45
14709,33,4.0,224141,11.0,9,2.0,8.0,0.0,4.0,1.0,0,0,40
1889,35,4.0,410034,15.0,10,0.0,12.0,1.0,4.0,1.0,0,0,50
17444,23,4.0,167868,8.0,11,4.0,1.0,1.0,4.0,0.0,0,0,40
13517,44,1.0,102238,11.0,9,0.0,3.0,4.0,4.0,1.0,0,0,40
21859,50,0.0,123044,12.0,14,2.0,0.0,0.0,4.0,1.0,0,0,60
4596,28,4.0,56179,15.0,10,4.0,4.0,1.0,4.0,1.0,2174,0,55
17236,37,4.0,212512,11.0,9,2.0,7.0,0.0,4.0,1.0,3464,0,50
13191,56,4.0,99359,11.0,9,0.0,1.0,4.0,4.0,0.0,0,1617,40
15189,66,6.0,104576,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,8
16812,55,6.0,119762,0.0,6,2.0,14.0,0.0,4.0,1.0,0,0,50
16201,58,6.0,193434,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,20
6404,54,4.0,94055,9.0,13,2.0,8.0,0.0,4.0,1.0,0,0,40
10465,17,4.0,150262,1.0,7,4.0,12.0,3.0,4.0,0.0,0,0,20
7071,25,4.0,144483,11.0,9,5.0,4.0,4.0,4.0,0.0,0,0,40
12124,54,4.0,159755,15.0,10,2.0,11.0,0.0,4.0,1.0,0,0,40
28072,62,6.0,173631,15.0,10,2.0,4.0,0.0,4.0,1.0,0,0,70
21358,64,6.0,388625,0.0,6,2.0,10.0,0.0,4.0,1.0,0,0,10
26196,32,4.0,206541,8.0,11,2.0,13.0,0.0,4.0,1.0,0,0,45
936,90,4.0,137018,11.0,9,4.0,8.0,1.0,4.0,0.0,0,0,40
25588,34,4.0,113838,15.0,10,2.0,3.0,0.0,4.0,1.0,0,0,45
23892,34,4.0,159442,11.0,9,4.0,10.0,1.0,4.0,0.0,0,0,30
11719,34,4.0,734193,15.0,10,4.0,4.0,1.0,4.0,0.0,0,0,50
752,24,4.0,321435,9.0,13,4.0,4.0,1.0,4.0,1.0,0,0,50
23600,53,4.0,139127,11.0,9,0.0,8.0,1.0,4.0,0.0,0,0,40
17765,34,5.0,202450,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,50
10063,53,5.0,96062,9.0,13,2.0,4.0,0.0,4.0,1.0,0,1902,48
13764,22,4.0,401762,11.0,9,4.0,1.0,1.0,4.0,0.0,0,0,55
15363,29,2.0,132412,9.0,13,4.0,6.0,3.0,4.0,1.0,0,0,40
14002,38,4.0,208358,8.0,11,2.0,12.0,0.0,4.0,1.0,0,0,40
26625,32,4.0,63564,11.0,9,4.0,8.0,3.0,2.0,0.0,0,0,40
13981,58,4.0,115605,12.0,14,2.0,10.0,0.0,4.0,1.0,0,0,50
17941,65,6.0,144822,6.0,5,2.0,3.0,0.0,4.0,1.0,0,0,45
14285,36,4.0,66304,15.0,10,2.0,14.0,0.0,4.0,1.0,0,0,45
1147,51,2.0,152754,9.0,13,2.0,1.0,0.0,4.0,1.0,0,0,40
9453,32,4.0,188048,9.0,13,4.0,1.0,3.0,4.0,0.0,0,0,40
22752,40,2.0,153489,11.0,9,2.0,8.0,2.0,4.0,1.0,3137,0,40
25681,18,4.0,234428,1.0,7,4.0,8.0,3.0,4.0,1.0,0,0,20
8450,50,4.0,120914,1.0,7,2.0,3.0,0.0,4.0,1.0,0,0,40
17644,39,6.0,163204,11.0,9,2.0,12.0,0.0,4.0,1.0,0,0,40
12706,49,4.0,167523,9.0,13,0.0,11.0,1.0,4.0,1.0,0,0,40
12293,44,4.0,277720,15.0,10,2.0,1.0,5.0,4.0,0.0,0,0,35
23004,53,2.0,248834,9.0,13,2.0,10.0,5.0,4.0,0.0,0,0,50
9100,21,6.0,57298,15.0,10,4.0,1.0,3.0,4.0,0.0,0,0,15
4814,31,4.0,147215,2.0,8,0.0,8.0,4.0,4.0,0.0,0,0,21
15109,46,4.0,128047,15.0,10,5.0,12.0,1.0,4.0,1.0,0,0,42
12135,32,0.0,227160,15.0,10,0.0,0.0,1.0,4.0,1.0,0,0,40
3635,34,4.0,245378,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,45
14192,57,6.0,24473,8.0,11,2.0,3.0,0.0,4.0,1.0,0,0,40
14216,19,4.0,259352,11.0,9,4.0,12.0,1.0,4.0,1.0,0,0,45
27861,62,2.0,113443,12.0,14,0.0,10.0,1.0,4.0,0.0,10520,0,33
10166,43,4.0,281422,7.0,12,4.0,1.0,1.0,2.0,0.0,0,0,45
26129,55,4.0,175071,15.0,10,2.0,3.0,0.0,2.0,1.0,15024,0,40
11605,23,4.0,526164,9.0,13,4.0,1.0,4.0,2.0,0.0,0,0,40
16987,61,4.0,163393,11.0,9,2.0,14.0,0.0,4.0,1.0,0,0,20
22968,20,4.0,266467,11.0,9,4.0,8.0,3.0,4.0,1.0,0,0,25
4771,28,4.0,212091,11.0,9,2.0,7.0,0.0,4.0,1.0,2580,0,40
10189,45,4.0,186272,11.0,9,2.0,6.0,0.0,2.0,1.0,7298,0,40
15677,50,4.0,44116,11.0,9,0.0,3.0,4.0,4.0,0.0,0,0,40
11890,32,4.0,252752,12.0,14,4.0,4.0,1.0,4.0,0.0,13550,0,60
14084,30,4.0,200246,8.0,11,4.0,3.0,1.0,4.0,1.0,0,0,40
1045,65,4.0,350498,9.0,13,2.0,1.0,0.0,4.0,1.0,10605,0,20
22490,74,4.0,260669,0.0,6,0.0,8.0,1.0,4.0,0.0,0,0,1
21623,50,4.0,206862,12.0,14,2.0,4.0,0.0,4.0,1.0,0,0,65
15266,60,6.0,205246,11.0,9,4.0,4.0,1.0,2.0,1.0,0,2559,50
12754,33,4.0,318982,15.0,10,2.0,4.0,0.0,4.0,1.0,0,0,45
11747,35,4.0,146091,15.0,10,4.0,1.0,1.0,4.0,0.0,0,0,40
10809,33,5.0,239018,10.0,16,2.0,10.0,0.0,4.0,1.0,0,0,60
5460,54,4.0,339667,11.0,9,4.0,1.0,1.0,4.0,1.0,0,0,41
23621,36,4.0,214807,11.0,9,0.0,6.0,4.0,4.0,0.0,0,0,37
3931,48,6.0,317360,9.0,13,2.0,10.0,5.0,4.0,0.0,0,0,20
3578,52,4.0,177858,11.0,9,0.0,3.0,2.0,4.0,1.0,0,0,55
15412,27,5.0,114158,9.0,13,4.0,4.0,3.0,4.0,0.0,0,0,40
10727,31,4.0,225507,8.0,11,4.0,8.0,4.0,4.0,0.0,0,0,40
5128,23,4.0,179413,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40
5953,58,4.0,87329,1.0,7,2.0,1.0,0.0,4.0,1.0,0,0,48
11074,70,4.0,405362,5.0,4,6.0,8.0,4.0,2.0,0.0,0,0,38
21622,28,4.0,312372,11.0,9,2.0,4.0,0.0,2.0,1.0,15024,0,40
13738,32,4.0,106541,4.0,3,2.0,8.0,2.0,4.0,1.0,0,0,40
18095,25,4.0,253267,15.0,10,2.0,1.0,0.0,2.0,1.0,0,1902,36
9517,40,4.0,143069,11.0,9,2.0,7.0,0.0,4.0,1.0,0,0,40
3579,42,4.0,163003,9.0,13,3.0,13.0,3.0,1.0,0.0,0,0,40
21688,29,0.0,188675,15.0,10,0.0,0.0,3.0,2.0,1.0,0,0,40
15713,46,4.0,174995,11.0,9,0.0,1.0,4.0,4.0,0.0,0,0,45
5908,33,6.0,270889,11.0,9,4.0,14.0,1.0,4.0,1.0,0,0,60
10305,43,4.0,403467,9.0,13,2.0,4.0,0.0,2.0,1.0,7688,0,40
11854,24,4.0,233419,11.0,9,0.0,4.0,1.0,4.0,0.0,0,0,40
20164,20,4.0,173736,6.0,5,4.0,7.0,3.0,4.0,1.0,0,0,40
3694,25,4.0,178037,11.0,9,2.0,14.0,0.0,4.0,1.0,0,0,40
18720,33,6.0,93930,11.0,9,2.0,4.0,0.0,4.0,1.0,0,0,40
8213,27,4.0,119170,1.0,7,4.0,4.0,4.0,4.0,0.0,0,0,45
15375,22,4.0,140001,9.0,13,4.0,1.0,1.0,4.0,1.0,0,0,40
13730,20,1.0,340217,11.0,9,4.0,1.0,3.0,4.0,0.0,0,0,40
22558,35,4.0,78247,8.0,11,2.0,3.0,0.0,4.0,1.0,0,0,50
14775,51,4.0,302579,11.0,9,0.0,8.0,2.0,2.0,0.0,0,0,30
15904,54,4.0,93605,11.0,9,2.0,12.0,0.0,4.0,1.0,0,1848,40
11274,57,4.0,180779,9.0,13,2.0,10.0,0.0,4.0,1.0,7298,0,40
19408,31,6.0,252752,11.0,9,2.0,8.0,5.0,4.0,0.0,0,2415,40
26495,46,7.0,178686,9.0,13,2.0,10.0,0.0,4.0,1.0,0,0,38
15557,41,2.0,97064,8.0,11,0.0,1.0,4.0,4.0,0.0,0,0,44
4143,47,4.0,121958,5.0,4,3.0,8.0,4.0,4.0,0.0,0,0,30
16584,49,4.0,165513,15.0,10,0.0,6.0,4.0,2.0,0.0,0,0,40
19931,37,4.0,95855,1.0,7,0.0,6.0,1.0,4.0,0.0,0,0,40
13714,38,4.0,20308,11.0,9,4.0,8.0,3.0,4.0,1.0,0,0,40
24591,41,2.0,36924,15.0,10,2.0,1.0,0.0,4.0,1.0,0,0,40
27029,43,6.0,237670,8.0,11,0.0,4.0,1.0,4.0,1.0,0,0,25
26189,49,5.0,315998,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,50
13315,24,4.0,308205,15.0,10,4.0,4.0,3.0,4.0,1.0,0,0,40
15590,59,4.0,247187,11.0,9,0.0,1.0,1.0,4.0,0.0,0,0,40
9992,24,4.0,116800,8.0,11,4.0,7.0,3.0,4.0,1.0,0,0,35
10381,36,4.0,288103,1.0,7,5.0,7.0,1.0,2.0,1.0,0,0,40
10376,33,4.0,92865,15.0,10,4.0,1.0,3.0,4.0,0.0,0,0,40
1947,41,4.0,220132,11.0,9,2.0,4.0,0.0,4.0,1.0,7298,0,40
22680,33,4.0,181388,11.0,9,5.0,8.0,4.0,4.0,0.0,0,0,40
532,23,4.0,117789,9.0,13,4.0,1.0,3.0,4.0,0.0,0,0,40
3284,31,6.0,181485,9.0,13,4.0,12.0,1.0,2.0,1.0,0,0,40
21263,22,4.0,170800,8.0,11,4.0,8.0,3.0,4.0,0.0,0,0,12
21704,37,7.0,252939,8.0,11,4.0,10.0,4.0,2.0,0.0,5455,0,40
19031,52,2.0,100226,9.0,13,2.0,1.0,5.0,4.0,0.0,0,0,40
21439,27,4.0,491421,4.0,3,4.0,5.0,4.0,4.0,1.0,0,0,50
13619,23,4.0,120773,11.0,9,4.0,1.0,1.0,4.0,0.0,0,0,40
22777,59,4.0,102193,11.0,9,2.0,14.0,0.0,4.0,1.0,0,0,45
16882,41,7.0,129865,11.0,9,0.0,3.0,4.0,4.0,1.0,0,0,40
9099,43,4.0,108945,15.0,10,4.0,4.0,1.0,4.0,0.0,0,0,50
20990,56,7.0,67662,12.0,14,0.0,10.0,1.0,4.0,0.0,0,0,39
1959,41,4.0,222142,11.0,9,2.0,7.0,0.0,4.0,1.0,0,0,40
23661,29,7.0,106972,12.0,14,4.0,10.0,1.0,4.0,0.0,0,0,35
11293,49,4.0,232586,4.0,3,2.0,3.0,0.0,4.0,1.0,0,0,40
27348,28,1.0,163862,9.0,13,2.0,4.0,0.0,4.0,1.0,5178,0,40
15631,33,4.0,204742,15.0,10,2.0,12.0,0.0,4.0,1.0,0,0,44
19413,69,6.0,204645,15.0,10,2.0,3.0,0.0,4.0,1.0,9386,0,72
15554,20,4.0,199011,15.0,10,4.0,6.0,3.0,4.0,1.0,0,0,12
14425,17,4.0,53611,2.0,8,4.0,8.0,3.0,4.0,0.0,0,0,6
16602,37,5.0,116554,12.0,14,0.0,4.0,1.0,4.0,0.0,0,0,70
23435,48,4.0,67725,9.0,13,2.0,12.0,0.0,4.0,1.0,0,0,45
3842,45,4.0,88265,11.0,9,4.0,7.0,3.0,4.0,0.0,0,0,40
23603,41,4.0,111483,11.0,9,4.0,1.0,3.0,4.0,1.0,0,0,40
21183,56,2.0,571017,15.0,10,2.0,1.0,5.0,4.0,0.0,0,0,15
22829,55,0.0,136819,9.0,13,2.0,0.0,0.0,4.0,1.0,0,0,40
27499,24,4.0,241752,11.0,9,4.0,6.0,1.0,4.0,1.0,0,0,40
1113,35,4.0,33975,12.0,14,4.0,10.0,1.0,4.0,1.0,0,0,45
35,49,4.0,94638,11.0,9,5.0,1.0,4.0,4.0,0.0,0,0,40
1730,28,2.0,218990,8.0,11,2.0,11.0,0.0,2.0,1.0,0,0,46
19542,45,4.0,111994,15.0,10,0.0,12.0,1.0,4.0,1.0,4650,0,40
1471,57,4.0,175942,15.0,10,2.0,4.0,0.0,4.0,1.0,0,0,50
3510,49,4.0,82649,9.0,13,2.0,10.0,0.0,4.0,1.0,5013,0,45
21208,35,2.0,226311,15.0,10,0.0,1.0,3.0,4.0,0.0,0,0,38
18997,50,4.0,158680,12.0,14,2.0,4.0,0.0,4.0,1.0,0,0,50
26613,28,4.0,315287,15.0,10,4.0,10.0,1.0,2.0,1.0,0,0,40
5975,60,4.0,199085,0.0,6,2.0,7.0,0.0,4.0,1.0,0,0,40
1422,38,6.0,257250,11.0,9,4.0,5.0,1.0,4.0,1.0,0,0,52
28302,25,7.0,176162,9.0,13,4.0,11.0,3.0,4.0,1.0,0,0,40
12922,21,4.0,26410,11.0,9,4.0,1.0,1.0,4.0,0.0,0,0,40
6920,54,0.0,196975,11.0,9,0.0,0.0,2.0,4.0,1.0,0,0,45
2055,17,4.0,329783,0.0,6,4.0,12.0,2.0,4.0,0.0,0,0,10
25508,25,4.0,261519,11.0,9,4.0,12.0,3.0,4.0,1.0,0,0,35
19148,30,4.0,78530,11.0,9,4.0,6.0,1.0,4.0,1.0,0,0,40
4819,17,4.0,265657,1.0,7,4.0,8.0,3.0,4.0,1.0,0,0,25
23879,55,6.0,185195,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,99
8407,46,4.0,315423,15.0,10,2.0,12.0,0.0,4.0,1.0,0,2042,50
17020,49,6.0,241753,11.0,9,0.0,8.0,4.0,4.0,0.0,0,0,40
8867,18,0.0,271935,1.0,7,4.0,0.0,2.0,4.0,0.0,0,0,20
8377,27,2.0,273929,11.0,9,4.0,5.0,3.0,4.0,1.0,0,0,40
14066,38,7.0,104280,10.0,16,2.0,10.0,0.0,4.0,1.0,0,0,55
26108,34,4.0,101510,9.0,13,0.0,12.0,1.0,4.0,0.0,0,0,50
1635,51,4.0,163921,9.0,13,2.0,14.0,0.0,4.0,1.0,0,0,56
17944,48,4.0,173243,10.0,16,2.0,10.0,0.0,4.0,1.0,0,0,45
23292,17,4.0,286960,1.0,7,4.0,10.0,3.0,4.0,1.0,0,0,40
26112,35,4.0,222989,11.0,9,2.0,14.0,0.0,4.0,1.0,0,0,30
18391,35,2.0,300681,11.0,9,2.0,11.0,0.0,2.0,1.0,7298,0,35
18149,28,5.0,31717,11.0,9,2.0,4.0,0.0,4.0,1.0,0,0,45
12617,80,4.0,148623,14.0,15,2.0,10.0,0.0,4.0,1.0,0,0,35
6788,23,4.0,148948,15.0,10,4.0,4.0,1.0,4.0,1.0,0,0,45
8544,41,7.0,109762,12.0,14,4.0,10.0,1.0,4.0,1.0,0,0,40
26882,38,7.0,112497,9.0,13,2.0,11.0,0.0,4.0,1.0,0,0,60
15914,42,4.0,31387,10.0,16,3.0,10.0,4.0,0.0,0.0,0,0,40
382,40,6.0,204116,9.0,13,3.0,10.0,1.0,4.0,0.0,2174,0,40
24677,25,4.0,47353,0.0,6,2.0,8.0,5.0,4.0,0.0,0,0,40
10007,41,4.0,108681,15.0,10,2.0,1.0,5.0,4.0,0.0,0,0,40
8492,38,4.0,115336,11.0,9,0.0,8.0,4.0,4.0,0.0,0,0,70
13102,38,4.0,193815,12.0,14,2.0,4.0,0.0,4.0,1.0,0,0,45
26019,37,4.0,187589,11.0,9,2.0,6.0,0.0,4.0,1.0,5178,0,40
19326,44,1.0,191295,9.0,13,2.0,4.0,0.0,2.0,1.0,0,0,48
21206,56,4.0,204816,11.0,9,2.0,12.0,0.0,4.0,1.0,0,0,55
16328,33,4.0,229732,9.0,13,4.0,12.0,1.0,4.0,1.0,0,0,45
20271,29,4.0,163167,11.0,9,0.0,12.0,3.0,4.0,1.0,0,0,40
10890,64,2.0,96076,8.0,11,2.0,4.0,0.0,4.0,1.0,0,0,40
15486,24,4.0,214542,1.0,7,4.0,14.0,3.0,4.0,1.0,0,0,40
22082,36,5.0,180419,11.0,9,2.0,5.0,0.0,4.0,1.0,0,0,45
13542,33,6.0,196342,10.0,16,4.0,10.0,1.0,4.0,1.0,0,0,45
27473,57,4.0,353881,11.0,9,0.0,14.0,1.0,4.0,1.0,0,0,45
2009,30,4.0,270577,11.0,9,5.0,1.0,4.0,4.0,0.0,0,0,40
17980,43,4.0,163455,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40
25469,26,4.0,205036,11.0,9,4.0,6.0,1.0,4.0,1.0,0,0,42
4058,41,4.0,95047,8.0,11,2.0,1.0,5.0,4.0,0.0,7688,0,44
26731,36,4.0,214378,11.0,9,0.0,10.0,3.0,4.0,0.0,0,0,40
18590,50,4.0,234373,12.0,14,2.0,4.0,5.0,4.0,0.0,0,1485,40
18465,40,4.0,195488,11.0,9,4.0,1.0,3.0,4.0,0.0,0,0,45
4702,27,1.0,47907,9.0,13,4.0,1.0,1.0,4.0,0.0,0,0,40
8193,19,0.0,369678,11.0,9,4.0,0.0,1.0,3.0,1.0,0,0,30
14006,26,2.0,27834,9.0,13,4.0,11.0,1.0,4.0,1.0,0,0,40
3525,46,4.0,328216,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40
4160,33,4.0,401104,11.0,9,2.0,6.0,0.0,4.0,1.0,0,0,50
12703,21,0.0,163911,15.0,10,4.0,0.0,3.0,4.0,0.0,0,0,3
24702,56,4.0,134286,15.0,10,2.0,4.0,0.0,4.0,1.0,0,0,45
718,31,4.0,51471,11.0,9,0.0,1.0,4.0,4.0,0.0,0,0,38
1771,51,2.0,159755,12.0,14,2.0,10.0,0.0,4.0,1.0,0,0,40
24239,32,4.0,164197,9.0,13,2.0,3.0,0.0,4.0,1.0,0,0,44
27826,55,2.0,173296,12.0,14,0.0,10.0,4.0,4.0,0.0,0,0,45
2404,31,4.0,117526,15.0,10,4.0,5.0,1.0,4.0,0.0,0,0,45
29169,52,5.0,287927,11.0,9,2.0,4.0,5.0,4.0,0.0,15024,0,40
